 #Fragment:            1
# [           x]   [           y]   [           z]   [         rho]   [         pid]
 -0.68277594E+02  -0.17436122E+03  -0.10568848E+00   0.13624193E+03   0.36279000E+05
# [01         pid]   [02           x]   [03           y]   [04           z]   [05           h]   [06          vx]   [07          vy]   [08          vz]   [09           r]   [10        mass]   [11         rho]   [12        temp]
   19957    -68.28   -174.36     -0.11     -0.00      2.60    -23.15     -3.65      0.00  0.60003017E-05  0.35777273E-03  13512.81
   20020    -68.27   -174.36     -0.11     -0.00    -27.81      2.30     -5.51      0.01  0.60003017E-05  0.11242178E-03   9610.58
   20120    -68.17   -174.41     -0.11     -0.03     60.00    -18.65    -10.04      0.12  0.60003017E-05  0.29729202E-06   2857.72
   20192    -68.28   -174.36     -0.11     -0.00      5.93      1.30     -0.55      0.00  0.60003017E-05  0.28499259E-01  27042.14
   20228    -68.24   -174.38     -0.11     -0.01     11.88     10.89    -42.46      0.04  0.60003017E-05  0.34215321E-05   3768.09
   20363    -68.27   -174.37     -0.11     -0.01    -20.87     19.97     -5.99      0.01  0.60003017E-05  0.37827820E-04   7686.16
   20379    -68.25   -174.37     -0.11     -0.01    -15.93    -43.17     -3.74      0.03  0.60003017E-05  0.78758212E-05   4112.70
   20675    -68.16   -174.41     -0.11     -0.03    -47.68    -25.58     22.88      0.12  0.60003017E-05  0.29814624E-06   2861.35
   20707    -68.28   -174.36     -0.11     -0.00      4.22     15.03    -13.58      0.00  0.60003017E-05  0.33044744E-03  13490.52
   21023    -68.27   -174.37     -0.11     -0.01     28.85    -20.23    -18.12      0.01  0.60003017E-05  0.31812950E-04   5514.55
   21066    -68.24   -174.38     -0.11     -0.01     -6.72     27.67    -21.93      0.04  0.60003017E-05  0.53193292E-05   3900.47
   21233    -68.27   -174.36     -0.11     -0.00     -2.05      1.07     19.88      0.00  0.60003017E-05  0.30415892E-03  14351.26
   21274    -68.28   -174.36     -0.11     -0.00    -13.59    -11.27      4.66      0.00  0.60003017E-05  0.56567560E-03  13306.15
   21665    -68.28   -174.36     -0.11     -0.00      9.54      8.11     -1.41      0.00  0.60003017E-05  0.19345709E-02  20191.38
   21700    -68.28   -174.36     -0.11     -0.00      7.07     -2.07      0.84      0.00  0.60003017E-05  0.55426343E-01  27416.70
   22077    -68.27   -174.36     -0.11     -0.00      1.50    -30.94      5.12      0.01  0.60003017E-05  0.11111422E-03   9611.62
   22158    -68.28   -174.36     -0.11     -0.00     20.06     -6.74      8.70      0.00  0.60003017E-05  0.39257978E-03  12762.58
   22571    -68.28   -174.36     -0.11     -0.00     -5.40     -8.60     -1.90      0.00  0.60003017E-05  0.12303192E-02  19264.51
   22687    -68.25   -174.37     -0.11     -0.01    -39.27     18.22     -8.59      0.03  0.60003017E-05  0.91971862E-05   4184.36
   22779    -68.23   -174.38     -0.11     -0.01     34.06    -23.25    -12.65      0.05  0.60003017E-05  0.34911901E-05   3665.90
   23133    -68.24   -174.38     -0.11     -0.01    -36.48     22.60     -8.66      0.04  0.60003017E-05  0.56452319E-05   3996.06
   23292    -68.28   -174.36     -0.11     -0.00     12.67     -9.70      1.32      0.00  0.60003017E-05  0.12167407E-02  18547.36
   24094    -68.15   -174.42     -0.11     -0.03     50.13     16.78    -48.38      0.14  0.60003017E-05  0.14622973E-06   2700.28
   24190    -68.28   -174.36     -0.11     -0.00      6.46     -8.07     -0.73      0.00  0.60003017E-05  0.30895185E-01  25656.78
   24361    -68.28   -174.36     -0.11     -0.00     -0.38      4.64     -0.80      0.00  0.60003017E-05  0.40584203E-01  27163.72
   24388    -68.26   -174.37     -0.11     -0.01     35.04    -15.53     13.87      0.02  0.60003017E-05  0.20654955E-04   4953.08
   24969    -68.28   -174.36     -0.11     -0.00     13.41     11.40      4.59      0.00  0.60003017E-05  0.86860022E-03  16054.85
   25053    -68.22   -174.39     -0.11     -0.01    -52.01      7.43      9.61      0.06  0.60003017E-05  0.20563463E-05   3482.63
   25501    -68.26   -174.37     -0.11     -0.01    -27.68    -19.49     11.12      0.02  0.60003017E-05  0.42441566E-04   5838.58
   25554    -68.27   -174.36     -0.11     -0.00     14.19    -15.12     14.32      0.00  0.60003017E-05  0.34741190E-03  13769.85
   25558    -68.27   -174.37     -0.10     -0.00      4.36     -0.65    -34.80      0.01  0.60003017E-05  0.56655997E-04   8424.33
   26113    -68.23   -174.38     -0.11     -0.01    -30.93    -41.36    -16.26      0.05  0.60003017E-05  0.28177091E-05   3623.13
   26311    -68.27   -174.37     -0.11     -0.00     29.45     -2.80      2.03      0.01  0.60003017E-05  0.13214983E-03   9739.41
   26534    -68.27   -174.36     -0.11     -0.00     16.31     17.90     12.15      0.01  0.60003017E-05  0.18683960E-03  12834.08
   26625    -68.28   -174.36     -0.11     -0.00      4.59    -17.59     11.66      0.00  0.60003017E-05  0.57977036E-03  13701.75
   27055    -68.19   -174.40     -0.11     -0.03     40.80     27.20     -6.44      0.10  0.60003017E-05  0.38921456E-06   2955.88
   27593    -68.28   -174.36     -0.11     -0.00      0.63      2.05     -2.78      0.00  0.60003017E-05  0.27212501E+01  73574.60
   27674    -68.28   -174.36     -0.11     -0.00      0.08     -7.51      5.59      0.00  0.60003017E-05  0.52624925E+02 343740.31
   27705    -68.27   -174.36     -0.11     -0.00    -13.79     17.95     -3.22      0.01  0.60003017E-05  0.15515840E-03  10646.42
   27791    -68.26   -174.37     -0.11     -0.01    -25.13    -15.68     21.54      0.01  0.60003017E-05  0.28165273E-04   5431.81
   27872    -68.28   -174.36     -0.11     -0.00      0.65      9.88      1.12      0.00  0.60003017E-05  0.18901296E-02  19876.02
   28013    -68.26   -174.37     -0.11     -0.01    -14.25     37.69     -0.01      0.02  0.60003017E-05  0.19131883E-04   4870.33
   28354    -68.25   -174.37     -0.11     -0.01      6.02    -44.40     19.61      0.03  0.60003017E-05  0.10304368E-04   4472.58
   28743    -68.28   -174.36     -0.11     -0.00      7.76     18.48     -2.43      0.00  0.60003017E-05  0.35263658E-03  12482.01
   29270    -68.28   -174.36     -0.10     -0.00    -10.73    -11.96     -9.75      0.00  0.60003017E-05  0.40456178E-03  13901.00
   29562    -68.22   -174.39     -0.11     -0.02    -17.45     13.81     51.33      0.06  0.60003017E-05  0.16790823E-05   3440.97
   29909    -68.19   -174.40     -0.11     -0.02    -29.62     48.24     22.58      0.09  0.60003017E-05  0.68705197E-06   3097.94
   29914    -68.28   -174.36     -0.11     -0.00     -2.98     -1.29      2.82      0.00  0.60003017E-05  0.51751980E+01  95871.92
   29933    -68.25   -174.37     -0.11     -0.01     29.76     20.38      4.75      0.03  0.60003017E-05  0.12108187E-04   4370.13
   30248    -68.22   -174.39     -0.11     -0.02     49.30     -7.90      2.50      0.07  0.60003017E-05  0.17187260E-05   3410.25
   30305    -68.14   -174.43     -0.11     -0.04      5.65    -57.55     -5.21      0.15  0.60003017E-05  0.14300586E-06   2697.76
   30889    -68.28   -174.36     -0.11     -0.00     -7.31     -2.14      6.83      0.00  0.60003017E-05  0.14298625E-02  19752.63
   30931    -68.27   -174.36     -0.11     -0.00     -8.29     11.87      4.87      0.00  0.60003017E-05  0.43117936E-03  13236.41
   31263    -68.27   -174.36     -0.11     -0.00     -6.50    -32.54     -2.63      0.01  0.60003017E-05  0.68710644E-04   8666.95
   31318    -68.27   -174.36     -0.10     -0.00      6.25    -12.03    -22.78      0.00  0.60003017E-05  0.18502283E-03  13121.14
   31541    -68.20   -174.40     -0.11     -0.02    -20.32    -45.63     14.00      0.08  0.60003017E-05  0.58145821E-06   3078.08
   31812    -68.28   -174.36     -0.11     -0.00      5.22     -1.61      3.52      0.00  0.60003017E-05  0.69474282E+01 111118.14
   32018    -68.28   -174.36     -0.10     -0.00     12.51     -5.14    -18.22      0.00  0.60003017E-05  0.38839568E-03  13497.98
   32422    -68.28   -174.36     -0.11     -0.00     -0.62      0.29     -3.81      0.00  0.60003017E-05  0.18822807E+02 220713.76
   32925    -68.21   -174.39     -0.11     -0.02    -43.54    -15.00    -13.41      0.08  0.60003017E-05  0.89352509E-06   3196.99
   33929    -68.18   -174.41     -0.11     -0.03      8.81    -66.01     -4.67      0.11  0.60003017E-05  0.33734753E-06   2912.04
   33984    -68.27   -174.36     -0.11     -0.01      0.80    -29.90     20.70      0.01  0.60003017E-05  0.47845884E-04   8032.22
   34109    -66.18   -175.33     -0.11     -0.56     20.83    -64.17     38.56      2.31  0.60003017E-05  0.34383853E-10    533.88
   34319    -68.27   -174.36     -0.11     -0.00     -6.51    -29.56      4.29      0.01  0.60003017E-05  0.96916466E-04  10863.82
   34784    -68.26   -174.37     -0.11     -0.01    -13.16    -21.36      4.85      0.02  0.60003017E-05  0.48204355E-04   5917.81
   34799    -68.27   -174.37     -0.11     -0.00     31.70      2.34    -13.19      0.01  0.60003017E-05  0.62836216E-04   7360.28
   35023    -68.27   -174.36     -0.10     -0.00     17.89     -3.03    -20.53      0.00  0.60003017E-05  0.24561964E-03  12715.79
   35330    -68.25   -174.37     -0.11     -0.01     14.51      7.94     37.00      0.03  0.60003017E-05  0.11088972E-04   4627.50
   35707    -68.27   -174.36     -0.10     -0.00      2.37     -4.45    -18.75      0.00  0.60003017E-05  0.34425259E-03  14390.67
   35713    -68.18   -174.41     -0.11     -0.03    -35.38     -2.08     43.93      0.11  0.60003017E-05  0.27659091E-06   2878.50
   35750    -68.27   -174.36     -0.11     -0.00    -14.32     -7.27    -18.87      0.01  0.60003017E-05  0.11771312E-03  10815.78
   35833    -68.28   -174.36     -0.11     -0.00     -5.76      2.71      0.90      0.00  0.60003017E-05  0.59615129E+02 358238.72
   36279    -68.28   -174.36     -0.11     -0.00      1.55     -1.90     -2.44      0.00  0.60003017E-05  0.15111559E+03   3869.27
   36432    -68.28   -174.36     -0.11     -0.00    -14.01     -4.28     -2.19      0.00  0.60003017E-05  0.45993484E-03  14062.89
   36736    -68.24   -174.38     -0.11     -0.01     25.79    -17.57     39.52      0.04  0.60003017E-05  0.38845781E-05   3808.44
   37137    -68.27   -174.36     -0.11     -0.00      7.54     17.72     12.49      0.01  0.60003017E-05  0.19316563E-03  12689.92
   37545    -68.28   -174.36     -0.11     -0.00      7.48    -17.19     -4.88      0.00  0.60003017E-05  0.47883643E-03  14182.50
   37655    -68.26   -174.37     -0.11     -0.01     -2.35    -36.33    -10.61      0.01  0.60003017E-05  0.46015939E-04   5693.46
   37848    -68.12   -174.43     -0.11     -0.05    -26.79    -58.83    -33.01      0.17  0.60003017E-05  0.51944308E-07   2507.03
   37851    -68.27   -174.37     -0.11     -0.01     38.93     10.21     -1.03      0.01  0.60003017E-05  0.25978581E-04   5473.70
   38057    -68.27   -174.36     -0.10     -0.00     -4.58      2.46    -17.88      0.01  0.60003017E-05  0.12722277E-03  12018.64
   38294    -68.28   -174.36     -0.11     -0.00      5.91     -6.63     -0.58      0.00  0.60003017E-05  0.46837493E+01  92733.72
   38310    -68.28   -174.36     -0.11     -0.00      4.50      1.36      6.47      0.00  0.60003017E-05  0.97421295E+02 401569.24
   38461    -67.16   -174.88     -0.11     -0.42     39.94    -64.71     20.58      1.24  0.60003017E-05  0.80900538E-10    689.49
   38918    -68.21   -174.39     -0.11     -0.02     34.53    -16.49     31.10      0.07  0.60003017E-05  0.13189649E-05   3365.74
   39591    -68.27   -174.37     -0.11     -0.00     -2.10     27.89     17.97      0.01  0.60003017E-05  0.56645716E-04   7823.01
   39635    -68.28   -174.36     -0.11     -0.00      8.69      5.71     -0.10      0.00  0.60003017E-05  0.68437681E+00  46378.29
   39670    -68.27   -174.36     -0.11     -0.00      0.75     -1.30     30.19      0.01  0.60003017E-05  0.68261341E-04  10450.68
   39855    -68.26   -174.37     -0.11     -0.01    -24.62    -27.55      0.52      0.02  0.60003017E-05  0.22847206E-04   4853.25
   40053    -68.28   -174.36     -0.11     -0.00     -5.42      2.37     -3.35      0.00  0.60003017E-05  0.24176577E-01  24333.42
   40120    -68.28   -174.36     -0.11     -0.00      5.04     -2.77     -0.74      0.00  0.60003017E-05  0.12329298E+00  34585.44
   40263    -63.85   -176.36     -0.11     -0.70      0.16     36.83    -59.19      4.86  0.60003017E-05  0.17858175E-10    366.56
   40280    -68.28   -174.36     -0.11     -0.00     -2.20     -4.16      0.59      0.00  0.60003017E-05  0.25374709E-01  23600.20
   40446    -68.12   -174.43     -0.11     -0.05    -50.12     40.83    -12.19      0.17  0.60003017E-05  0.62113876E-07   2537.34
   40517    -68.28   -174.36     -0.11     -0.00      1.78      1.63      2.81      0.00  0.60003017E-05  0.58821622E+01 103279.57
   40855    -68.28   -174.36     -0.11     -0.00     -2.11    -10.81     14.40      0.00  0.60003017E-05  0.65127648E-03  15243.17
   41221    -68.27   -174.37     -0.11     -0.00    -25.40      8.30     17.10      0.01  0.60003017E-05  0.56484426E-04   8122.73
   41285    -68.10   -174.44     -0.11     -0.05      6.68     47.94     24.07      0.19  0.60003017E-05  0.51067843E-07   2469.89
   41377    -68.27   -174.36     -0.11     -0.00     23.93      9.08     -9.49      0.01  0.60003017E-05  0.16872465E-03  12615.63
   42301    -68.27   -174.37     -0.11     -0.01     -2.86     24.70    -25.14      0.01  0.60003017E-05  0.23977983E-04   6759.39
   42375    -68.26   -174.37     -0.11     -0.01     18.47     22.99     15.54      0.01  0.60003017E-05  0.32559477E-04   5706.64
   42415    -68.28   -174.36     -0.11     -0.00     -2.89    -13.42      3.44      0.00  0.60003017E-05  0.19811173E-02  19096.72
   42440    -68.28   -174.36     -0.11     -0.00     -0.45      4.68     -2.60      0.00  0.60003017E-05  0.15873551E+00  36036.91
   42515    -68.26   -174.37     -0.11     -0.01     -0.91     26.98    -14.06      0.02  0.60003017E-05  0.42331596E-04   5638.83
   42663    -68.28   -174.36     -0.11     -0.00     23.69      0.20     -7.03      0.00  0.60003017E-05  0.27967155E-03  14110.70
   42852    -68.28   -174.36     -0.10     -0.00      9.31     -8.51    -12.30      0.00  0.60003017E-05  0.56587298E-03  15658.03
   42871    -68.24   -174.38     -0.11     -0.01     26.18     39.01      3.46      0.04  0.60003017E-05  0.53180386E-05   3913.84
   44044    -67.60   -172.97      1.75      4.66      2.95     -1.41     -0.22      2.42  0.60003017E-05  0.60776138E-13     16.10
   44231    -68.25   -174.38     -0.11     -0.01     39.36     29.51     -5.64      0.04  0.60003017E-05  0.58955021E-05   3977.28
   44532    -68.26   -174.37     -0.11     -0.01     34.90    -19.71      1.30      0.02  0.60003017E-05  0.21725078E-04   5227.99
   44846    -68.21   -174.39     -0.11     -0.02    -43.31     16.62      7.63      0.07  0.60003017E-05  0.17800545E-05   3408.53
   44946    -68.28   -174.36     -0.11     -0.00      7.27      1.62     -1.55      0.00  0.60003017E-05  0.14213483E+02 178276.10
   45462    -68.28   -174.36     -0.11     -0.00      3.20     -8.00      2.76      0.00  0.60003017E-05  0.10052851E+03 351735.39
   45644    -68.27   -174.36     -0.11     -0.00      5.66    -21.67     13.38      0.00  0.60003017E-05  0.12999516E-03  12051.59
   45677    -68.11   -174.44     -0.11     -0.05     58.43     -8.31     14.52      0.18  0.60003017E-05  0.56321520E-07   2496.53
   45740    -68.27   -174.36     -0.11     -0.00    -18.15     12.61     17.85      0.01  0.60003017E-05  0.91802437E-04  10402.83
   45863    -68.15   -174.42     -0.11     -0.04    -54.45     -5.25      5.71      0.14  0.60003017E-05  0.14020495E-06   2693.76
