 #Fragment:            1
# [           x]   [           y]   [           z]   [         rho]   [         pid]
 -0.68277594E+02  -0.17436122E+03  -0.10568848E+00   0.13624193E+03   0.36279000E+05
# [01         pid]   [02           x]   [03           y]   [04           z]   [05           h]   [06          vx]   [07          vy]   [08          vz]   [09           r]   [10        mass]   [11         rho]   [12        temp]
      10    -68.28   -174.36     -0.11     -0.00     11.95     -3.99     -2.23      0.00  0.60003017E-05  0.24075729E+00  38397.55
     160    -68.26   -174.37     -0.11     -0.01     -4.06     33.14     13.02      0.02  0.60003017E-05  0.35362913E-04   5658.01
     435    -68.27   -174.36     -0.11     -0.00     -4.16    -23.93     13.04      0.00  0.60003017E-05  0.15543445E-03  11069.14
     564    -68.28   -174.36     -0.11     -0.00      6.26     -7.84     -0.41      0.00  0.60003017E-05  0.28202573E+00  38551.20
     867    -68.28   -174.36     -0.11     -0.00     15.46     15.50      5.62      0.00  0.60003017E-05  0.35295888E-03  14074.04
     922    -68.28   -174.36     -0.11     -0.00      0.19      5.17     -4.61      0.00  0.60003017E-05  0.88158266E+02 359476.66
    1253    -68.28   -174.36     -0.11     -0.00     -4.52     -4.51     -3.77      0.00  0.60003017E-05  0.34506119E+02 294655.77
    1284    -68.17   -174.41     -0.11     -0.03      5.64    -46.48     -9.99      0.12  0.60003017E-05  0.26829409E-06   2840.77
    2137    -68.28   -174.36     -0.11     -0.00      6.05     14.28    -12.69      0.00  0.60003017E-05  0.57728401E-03  14505.89
    2367    -68.26   -174.37     -0.11     -0.01     25.81     22.16     -8.51      0.02  0.60003017E-05  0.25458146E-04   5026.81
    2492    -68.26   -174.37     -0.11     -0.01     36.57     11.65      4.85      0.02  0.60003017E-05  0.14749368E-04   4555.88
    2543    -68.27   -174.36     -0.11     -0.00    -20.10     18.16     -1.56      0.01  0.60003017E-05  0.98480356E-04   9901.64
    2898    -68.27   -174.37     -0.11     -0.00    -22.68     19.12     -6.02      0.01  0.60003017E-05  0.78748808E-04   8791.77
    2914    -68.23   -174.38     -0.11     -0.01     23.15    -29.31      0.58      0.05  0.60003017E-05  0.29175964E-05   3634.09
    3013    -65.26   -175.74     -0.10     -0.52    -59.75      6.16     31.82      3.32  0.60003017E-05  0.43619228E-10    468.38
    3137    -68.16   -174.42     -0.11     -0.03     31.23     53.74      8.67      0.13  0.60003017E-05  0.16731946E-06   2751.52
    3342    -68.27   -174.36     -0.11     -0.00     15.32     16.78     -2.94      0.00  0.60003017E-05  0.29076360E-03  13085.48
    3465    -68.28   -174.36     -0.11     -0.00     19.04     -0.63      4.08      0.00  0.60003017E-05  0.51658984E-03  14358.35
    3569    -68.27   -174.37     -0.11     -0.00     -7.47     13.32     26.77      0.01  0.60003017E-05  0.65727262E-04   9850.91
    3617    -68.27   -174.37     -0.11     -0.00     24.79     25.51     -1.45      0.01  0.60003017E-05  0.52232484E-04   6962.28
    3738    -68.27   -174.36     -0.11     -0.00     16.60    -19.93    -11.49      0.00  0.60003017E-05  0.14212297E-03  11804.62
    3745    -68.27   -174.36     -0.10     -0.00     -0.94    -16.16    -28.94      0.01  0.60003017E-05  0.75786733E-04   9933.94
    4047    -68.27   -174.37     -0.11     -0.00     32.92    -12.95      9.37      0.01  0.60003017E-05  0.58631014E-04   8316.87
    4218    -68.24   -174.38     -0.11     -0.01     -5.78     38.81     19.71      0.04  0.60003017E-05  0.51547208E-05   3884.90
    4242    -68.28   -174.36     -0.11     -0.00      1.05     -8.02      2.64      0.00  0.60003017E-05  0.66224189E+00  49856.60
    4615    -68.28   -174.36     -0.11     -0.00      1.89     -2.01     -2.52      0.00  0.60003017E-05  0.15104320E+03   3875.14
    4983    -68.27   -174.36     -0.11     -0.00    -19.43      8.05     -0.88      0.01  0.60003017E-05  0.25741024E-03  12169.96
    4988    -67.99   -174.49     -0.11     -0.09    -38.03    -15.90     51.55      0.31  0.60003017E-05  0.78314024E-08   2100.02
    4989    -68.26   -174.37     -0.11     -0.01    -22.51    -21.27      8.33      0.02  0.60003017E-05  0.25336958E-04   4972.12
    5006    -68.10   -174.44     -0.11     -0.05    -23.29    -66.77    -21.15      0.19  0.60003017E-05  0.40414696E-07   2450.39
    5336    -68.26   -174.37     -0.11     -0.01      7.72     31.29     -2.90      0.02  0.60003017E-05  0.45638853E-04   6054.96
    5717    -68.27   -174.36     -0.11     -0.00      3.34    -25.17      4.62      0.00  0.60003017E-05  0.19090774E-03  12506.51
    5739    -68.21   -174.39     -0.11     -0.02     39.02     32.28     -5.70      0.07  0.60003017E-05  0.17338603E-05   3445.01
    5875    -68.27   -174.36     -0.11     -0.00    -21.72     -5.47      9.27      0.01  0.60003017E-05  0.80556733E-04  10178.11
    6067    -68.28   -174.36     -0.11     -0.00      7.56      2.21     -1.34      0.00  0.60003017E-05  0.71121644E-01  27975.87
    6240    -68.28   -174.36     -0.11     -0.00     15.91    -10.58      5.60      0.00  0.60003017E-05  0.44188417E-03  13635.91
    6612    -68.26   -174.37     -0.11     -0.01     23.22     20.14     -2.81      0.02  0.60003017E-05  0.28620705E-04   5095.71
    6659    -68.28   -174.36     -0.11     -0.00      4.38      5.93     -0.01      0.00  0.60003017E-05  0.59918943E+00  45875.94
    6696    -68.28   -174.36     -0.11     -0.00      4.88      6.31     -1.23      0.00  0.60003017E-05  0.31650890E+02 280337.57
    6786    -68.28   -174.36     -0.10     -0.00     -2.96      5.47    -16.95      0.00  0.60003017E-05  0.43570515E-03  14670.04
    7016    -68.25   -174.37     -0.11     -0.01    -26.02      3.97    -31.42      0.03  0.60003017E-05  0.98097462E-05   4337.12
    7049    -68.24   -174.38     -0.11     -0.01     45.75     -3.09     10.28      0.04  0.60003017E-05  0.36478840E-05   3759.71
    7067    -68.25   -174.37     -0.11     -0.01    -26.08     23.99     18.95      0.03  0.60003017E-05  0.13952019E-04   4681.05
    7547    -68.27   -174.36     -0.10     -0.00      5.57      7.85    -22.94      0.01  0.60003017E-05  0.21150997E-03  13795.74
    7953    -68.28   -174.36     -0.11     -0.00     18.43     -5.49     -4.31      0.00  0.60003017E-05  0.52095617E-03  13998.48
    8081    -68.26   -174.37     -0.11     -0.00    -24.40     -1.06     17.00      0.02  0.60003017E-05  0.51006334E-04   6048.51
    8169    -68.28   -174.36     -0.11     -0.00     -1.06      5.06      0.19      0.00  0.60003017E-05  0.20835800E+00  36363.59
    8288    -68.28   -174.36     -0.11     -0.00      7.99      1.11      4.01      0.00  0.60003017E-05  0.59330917E+02 361021.98
    8346    -68.26   -174.37     -0.11     -0.01      2.79    -40.51     14.10      0.02  0.60003017E-05  0.16081719E-04   4841.53
    8436    -68.27   -174.37     -0.11     -0.00    -21.25      6.57     -9.63      0.01  0.60003017E-05  0.69576552E-04   8639.13
    8795    -68.28   -174.36     -0.11     -0.00      7.57      1.35      0.25      0.00  0.60003017E-05  0.21043306E+00  37522.92
    9264    -68.28   -174.36     -0.10     -0.00    -10.40     -9.00    -15.74      0.00  0.60003017E-05  0.37032582E-03  13618.92
    9559    -68.19   -174.40     -0.11     -0.03    -56.34     -5.83      4.30      0.10  0.60003017E-05  0.30923065E-06   2932.76
   10304    -68.28   -174.36     -0.11     -0.00      0.35     -9.09      0.03      0.00  0.60003017E-05  0.25600748E+00  37760.75
   10642    -68.28   -174.36     -0.11     -0.00      5.07      4.50     -2.16      0.00  0.60003017E-05  0.31343351E-01  26219.25
   10710    -68.28   -174.36     -0.11     -0.00     -0.52     -3.92     -1.58      0.00  0.60003017E-05  0.25084991E+01  72730.85
   10745    -68.27   -174.37     -0.11     -0.00     28.93     -2.24     13.91      0.01  0.60003017E-05  0.87511935E-04   9075.99
   11250    -68.28   -174.36     -0.11     -0.00     -9.85    -20.17     -4.05      0.00  0.60003017E-05  0.25686575E-03  12661.32
   11724    -68.27   -174.36     -0.11     -0.00    -10.57     11.33     16.12      0.00  0.60003017E-05  0.28440367E-03  13479.17
   11769    -68.16   -174.41     -0.11     -0.03    -44.35     -6.22    -42.39      0.13  0.60003017E-05  0.17528981E-06   2766.81
   12000    -68.27   -174.36     -0.11     -0.00     17.73    -18.65    -14.41      0.01  0.60003017E-05  0.14256053E-03  10302.09
   12291    -68.26   -174.37     -0.11     -0.01    -26.98     -4.56      6.19      0.02  0.60003017E-05  0.35332121E-04   5116.97
   12882    -68.28   -174.36     -0.11     -0.00     10.25     -4.17     -2.49      0.00  0.60003017E-05  0.55760746E+02 336342.61
   13411    -68.27   -174.36     -0.10     -0.00     18.11     12.94    -21.20      0.01  0.60003017E-05  0.12143612E-03  10669.91
   13540    -68.26   -174.37     -0.11     -0.01     18.17    -34.60      3.73      0.02  0.60003017E-05  0.20437416E-04   4894.22
   14077    -68.28   -174.36     -0.11     -0.00     18.59      1.07      4.69      0.00  0.60003017E-05  0.98508473E-03  16305.33
   14135    -68.28   -174.36     -0.11     -0.00      5.38     -3.71      0.80      0.00  0.60003017E-05  0.41682373E+00  46292.44
   14276    -68.23   -174.38     -0.11     -0.01    -45.98      5.96     -4.55      0.05  0.60003017E-05  0.34087267E-05   3664.29
   14300    -68.27   -174.37     -0.11     -0.00    -21.88    -13.14     10.79      0.01  0.60003017E-05  0.11195683E-03   8084.18
   14313    -68.27   -174.36     -0.10     -0.00     -2.06      3.09    -15.83      0.00  0.60003017E-05  0.43164093E-03  14605.62
   14321    -68.05   -174.46     -0.11     -0.08    -56.42    -30.25    -11.41      0.25  0.60003017E-05  0.11608367E-07   2184.46
   14371    -68.27   -174.37     -0.11     -0.01      0.41    -26.24    -15.10      0.01  0.60003017E-05  0.33329129E-04   7457.21
   14613    -68.28   -174.36     -0.11     -0.00     10.70      0.59     -1.12      0.00  0.60003017E-05  0.53178588E+02 332168.41
   14645    -68.27   -174.36     -0.11     -0.00     12.61     17.09     -4.97      0.00  0.60003017E-05  0.33129485E-03  13698.99
   15183    -68.21   -174.39     -0.11     -0.02     37.32     18.78     19.47      0.07  0.60003017E-05  0.14994469E-05   3361.12
   15462    -68.28   -174.36     -0.11     -0.00     -0.53     -6.14     -0.46      0.00  0.60003017E-05  0.10146468E+02 138642.79
   15662    -68.25   -174.37     -0.11     -0.01      6.90     38.19    -20.09      0.03  0.60003017E-05  0.12538920E-04   4528.28
   15692    -68.25   -174.37     -0.11     -0.01    -28.03    -18.12    -13.29      0.03  0.60003017E-05  0.21812705E-04   4799.94
   15729    -68.27   -174.37     -0.11     -0.01     -6.51    -22.68     10.26      0.01  0.60003017E-05  0.48211402E-04   7981.61
   15793    -68.27   -174.36     -0.11     -0.00    -13.52     14.59     -1.18      0.01  0.60003017E-05  0.27725166E-03  13823.65
   16066    -68.23   -174.38     -0.11     -0.01     26.69    -39.05    -11.97      0.05  0.60003017E-05  0.24708252E-05   3568.19
   16820    -68.23   -174.38     -0.11     -0.01     50.83    -11.48     10.55      0.05  0.60003017E-05  0.19869451E-05   3485.96
   17187    -68.28   -174.36     -0.11     -0.00      1.77     11.91      9.50      0.00  0.60003017E-05  0.72066250E-03  15026.69
   17807    -68.27   -174.36     -0.11     -0.00     22.07     -1.59    -15.12      0.00  0.60003017E-05  0.27703932E-03  13310.14
   17886    -68.28   -174.36     -0.11     -0.00     -8.27    -17.57      2.55      0.00  0.60003017E-05  0.59934520E-03  13912.13
   18086    -68.28   -174.36     -0.11     -0.00      0.65     -3.86     -3.09      0.00  0.60003017E-05  0.17462813E+02 207912.04
   18189    -68.28   -174.36     -0.11     -0.00     -2.49     10.02      0.15      0.00  0.60003017E-05  0.19470607E-02  19299.66
   18797    -68.28   -174.36     -0.11     -0.00      4.09     -5.55      1.41      0.00  0.60003017E-05  0.19036842E-02  21526.51
   19260    -68.28   -174.36     -0.11     -0.00      3.64     -0.40     -1.70      0.00  0.60003017E-05  0.18061534E+01  62347.47
   19286    -68.28   -174.36     -0.11     -0.00      0.17      4.90     -0.47      0.00  0.60003017E-05  0.65107321E+01 106605.20
   19392    -68.13   -174.43     -0.11     -0.04     -4.90     54.49    -28.19      0.17  0.60003017E-05  0.75840809E-07   2572.73
   19415    -68.25   -174.37     -0.11     -0.01     35.89     26.37    -12.35      0.03  0.60003017E-05  0.99121979E-05   4346.21
   19439    -68.24   -174.38     -0.11     -0.01    -28.91     32.96      6.07      0.04  0.60003017E-05  0.42843113E-05   3832.08
   19588    -68.19   -174.40     -0.11     -0.02     57.28     -1.37      7.17      0.09  0.60003017E-05  0.75651722E-06   3128.35
   19768    -68.26   -174.37     -0.11     -0.01     38.26      0.10     11.11      0.02  0.60003017E-05  0.20547642E-04   5156.64
